TEAM,YEAR,NBA_PLAYER_ID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,AGE,EXP,SCHOOL
POR,25-26,1642905,Yang Hansen,hansen-yang,16,C,7-1,270,21.0,R,Zibo
POR,25-26,1631101,Shaedon Sharpe,shaedon-sharpe,17,G,6-5,210,23.0,3,Kentucky
POR,25-26,1642270,Donovan Clingan,donovan-clingan,23,C,7-2,280,22.0,1,Connecticut
POR,25-26,1631200,Kris Murray,kris-murray,24,F,6-8,218,25.0,2,Iowa
POR,25-26,1630249,Vít Krejčí,vít-krejčí,27,G,6-8,195,26.0,4,Zaragoza
POR,25-26,1641739,Toumani Camara,toumani-camara,33,F,6-7,230,26.0,2,Dayton
POR,25-26,1629057,Robert Williams III,robert-williams-iii,35,C-F,6-9,249,28.0,7,Texas A&M
POR,25-26,1631321,Sidy Cissoko,sidy-cissoko,91,G,6-6,220,22.0,2,NBA G League Ignite
SAC,25-26,1628370,Malik Monk,malik-monk,0,G,6-3,200,28.0,8,Kentucky
SAC,25-26,1642363,Nique Clifford,nique-clifford,5,G,6-5,175,24.0,R,Colorado State
SAC,25-26,1630165,Killian Hayes,killian-hayes,7,G,6-4,195,24.0,5,Ratiopharm Ulm
SAC,25-26,203926,Doug McDermott,doug-mcdermott,7,F,6-7,225,34.0,11,Creighton
SAC,25-26,203897,Zach LaVine,zach-lavine,8,G,6-5,200,31.0,11,UCLA
SAC,25-26,1630173,Precious Achiuwa,precious-achiuwa,9,F,6-8,243,26.0,5,Memphis
SAC,25-26,201942,DeMar DeRozan,demar-derozan,10,G-F,6-6,220,36.0,16,Southern California
SAC,25-26,1627734,Domantas Sabonis,domantas-sabonis,11,F-C,6-10,240,30.0,9,Gonzaga
SAC,25-26,1631099,Keegan Murray,keegan-murray,13,F,6-8,225,25.0,3,Iowa
SAC,25-26,1629631,De'Andre Hunter,deandre-hunter,15,F-G,6-7,221,28.0,6,Virginia
SAC,25-26,201566,Russell Westbrook,russell-westbrook,18,G,6-4,200,37.0,17,UCLA
SAC,25-26,1629234,Drew Eubanks,drew-eubanks,19,F-C,6-10,245,29.0,7,Oregon State
SAC,25-26,1642269,Devin Carter,devin-carter,22,G,6-2,195,24.0,1,Providence
SAC,25-26,1631116,Patrick Baldwin Jr.,patrick-baldwin-jr,23,F,7-0,220,23.0,3,Wisconsin-Milwaukee
SAC,25-26,1641815,Isaiah Stevens,isaiah-stevens,24,G,5-11,185,25.0,1,Colorado State
SAC,25-26,1631342,Daeqwon Plowden,daeqwon-plowden,29,G-F,6-4,216,27.0,1,Bowling Green
SAC,25-26,1642928,Dylan Cardwell,dylan-cardwell,32,C,6-10,255,24.0,R,Auburn
SAC,25-26,1642875,Maxime Raynaud,maxime-raynaud,42,C,7-1,250,23.0,R,Stanford
SAS,25-26,1629162,Jordan McLaughlin,jordan-mclaughlin,0,G,5-11,185,30.0,6,Southern California
SAS,25-26,1641705,Victor Wembanyama,victor-wembanyama,1,F-C,7-4,235,22.0,2,Metropolitans 92
SAS,25-26,1642844,Dylan Harper,dylan-harper,2,G,6-5,215,20.0,R,Rutgers
SAS,25-26,1629640,Keldon Johnson,keldon-johnson,3,F-G,6-6,220,26.0,6,Kentucky
SAS,25-26,1628368,De'Aaron Fox,deaaron-fox,4,G,6-3,185,28.0,8,Kentucky
SAS,25-26,1642264,Stephon Castle,stephon-castle,5,G,6-6,215,21.0,1,Connecticut
SAS,25-26,1628436,Luke Kornet,luke-kornet,7,C-F,7-1,250,30.0,8,Vanderbilt
SAS,25-26,203482,Kelly Olynyk,kelly-olynyk,8,F-C,7-0,240,35.0,12,Gonzaga
SAS,25-26,1642868,Carter Bryant,carter-bryant,11,F,6-6,220,20.0,R,Arizona
SAS,25-26,1641801,Emanuel Miller,emanuel-miller,14,F,6-5,215,26.0,1,TCU
SAS,25-26,202687,Bismack Biyombo,bismack-biyombo,18,C,6-8,255,33.0,14,Baloncesto Fuenlabrada
SAS,25-26,1630170,Devin Vassell,devin-vassell,24,G-F,6-5,200,25.0,5,Florida State
SAS,25-26,1642357,David Jones Garcia,david-jones-garcia,25,G,6-4,210,24.0,R,Memphis
SAS,25-26,1630577,Julian Champagnie,julian-champagnie,30,F,6-7,217,25.0,3,St. John's
SAS,25-26,203084,Harrison Barnes,harrison-barnes,40,F,6-7,225,34.0,13,North Carolina
SAS,25-26,1630322,Lindy Waters III,lindy-waters-iii,43,F,6-5,210,28.0,4,Oklahoma State
SAS,25-26,203486,Mason Plumlee,mason-plumlee,45,F-C,7-0,254,36.0,12,Duke
SAS,25-26,1631127,Harrison Ingram,harrison-ingram,55,F,6-5,230,23.0,1,North Carolina
OKC,25-26,1628983,Shai Gilgeous-Alexander,shai-gilgeous-alexander,2,G,6-6,195,27.0,7,Kentucky
OKC,25-26,1642272,Jared McCain,jared-mccain,3,G,6-3,195,22.0,1,Duke
OKC,25-26,1629652,Luguentz Dort,luguentz-dort,5,G,6-4,220,27.0,6,Arizona State
OKC,25-26,1631119,Jaylin Williams,jaylin-williams,6,F,6-9,240,24.0,3,Arkansas
OKC,25-26,1631096,Chet Holmgren,chet-holmgren,7,C-F,7-1,208,24.0,2,Gonzaga
OKC,25-26,1631114,Jalen Williams,jalen-williams,8,G-F,6-5,211,25.0,3,Santa Clara
OKC,25-26,1627936,Alex Caruso,alex-caruso,9,G,6-5,186,32.0,8,Texas A&M
OKC,25-26,1630198,Isaiah Joe,isaiah-joe,11,G,6-4,165,26.0,5,Arkansas
OKC,25-26,1642850,Thomas Sorber,thomas-sorber,12,C,6-9,250,20.0,R,Georgetown
OKC,25-26,1642362,Payton Sandfort,payton-sandfort,14,F,6-7,215,23.0,R,Iowa
OKC,25-26,1642382,Branden Carlson,branden-carlson,15,C,7-0,220,27.0,1,Utah
OKC,25-26,1630598,Aaron Wiggins,aaron-wiggins,21,G,6-5,190,27.0,4,Maryland
OKC,25-26,1641717,Cason Wallace,cason-wallace,22,G,6-3,195,22.0,2,Kentucky
OKC,25-26,1642964,Brooks Barnhizer,brooks-barnhizer,23,G,6-5,230,24.0,R,Northwestern
OKC,25-26,1642349,Ajay Mitchell,ajay-mitchell,25,G,6-4,190,24.0,1,California-Santa Barbara
OKC,25-26,1629026,Kenrich Williams,kenrich-williams,34,G-F,6-7,210,31.0,7,TCU
OKC,25-26,1642260,Nikola Topić,nikola-topić,44,G,6-6,200,20.0,R,Crvena zvezda
OKC,25-26,1628392,Isaiah Hartenstein,isaiah-hartenstein,55,C-F,7-0,250,28.0,7,Zalgiris
TOR,25-26,1630639,A.J. Lawson,aj-lawson,0,G,6-6,179,25.0,3,South Carolina
TOR,25-26,1641711,Gradey Dick,gradey-dick,1,G-F,6-7,200,22.0,2,Kansas
TOR,25-26,1642367,Jonathan Mogbo,jonathan-mogbo,2,F,6-9,225,24.0,1,San Francisco
TOR,25-26,1627742,Brandon Ingram,brandon-ingram,3,F,6-8,190,28.0,9,Duke
TOR,25-26,1630567,Scottie Barnes,scottie-barnes,4,F-G,6-8,237,24.0,4,Florida State
TOR,25-26,1630193,Immanuel Quickley,immanuel-quickley,5,G,6-2,190,27.0,5,Kentucky
TOR,25-26,1629628,RJ Barrett,rj-barrett,9,F-G,6-6,214,26.0,6,Duke
TOR,25-26,1642867,Collin Murray-Boyles,collin-murray-boyles,12,F,6-7,245,21.0,R,South Carolina
TOR,25-26,1642266,Ja'Kobe Walter,jakobe-walter,14,G,6-4,180,21.0,1,Baylor
TOR,25-26,202066,Garrett Temple,garrett-temple,17,G-F,6-5,195,40.0,15,Louisiana State
TOR,25-26,1627751,Jakob Poeltl,jakob-poeltl,19,C,7-0,253,30.0,9,Utah
TOR,25-26,1642347,Jamal Shead,jamal-shead,23,G,6-1,200,23.0,1,Houston
TOR,25-26,1642935,Chucky Hepburn,chucky-hepburn,24,G,6-0,190,23.0,R,Louisville
TOR,25-26,1631218,Trayce Jackson-Davis,trayce-jackson-davis,32,F,6-9,245,26.0,2,Indiana
TOR,25-26,1630572,Sandro Mamukelashvili,sandro-mamukelashvili,54,F-C,6-9,240,27.0,4,Seton Hall
TOR,25-26,1642918,Alijah Martin,alijah-martin,55,G,6-2,210,24.0,R,Florida
TOR,25-26,1642419,Jamison Battle,jamison-battle,77,F,6-7,220,25.0,1,Ohio State
UTA,25-26,1643060,Hayden Gray,hayden-gray,,G,6-4,190,23.0,R,California-San Diego
UTA,25-26,1642396,Blake Hinson,blake-hinson,2,F,6-8,230,26.0,R,Pittsburgh
UTA,25-26,1641718,Keyonte George,keyonte-george,3,G,6-4,185,22.0,2,Baylor
UTA,25-26,1642262,Cody Williams,cody-williams,5,F,6-8,190,21.0,1,Colorado
UTA,25-26,1642268,Isaiah Collier,isaiah-collier,8,G,6-4,210,21.0,1,Southern California
UTA,25-26,1629004,Svi Mykhailiuk,svi-mykhailiuk,10,G-F,6-7,205,29.0,7,Kansas
UTA,25-26,1641989,Elijah Harkless,elijah-harkless,16,G,6-3,195,26.0,1,UNLV
UTA,25-26,1642846,Ace Bailey,ace-bailey,19,F,6-9,200,19.0,R,Rutgers
UTA,25-26,1628991,Jaren Jackson Jr.,jaren-jackson-jr,20,F-C,6-10,242,26.0,7,Michigan State
UTA,25-26,1643016,Bez Mbeng,bez-mbeng,21,G,6-4,185,23.0,R,Yale
UTA,25-26,1642271,Kyle Filipowski,kyle-filipowski,22,C,6-11,250,22.0,1,Duke
UTA,25-26,1628374,Lauri Markkanen,lauri-markkanen,23,F-C,7-1,240,29.0,8,Arizona
UTA,25-26,1631117,Walker Kessler,walker-kessler,24,C,7-2,245,24.0,3,Auburn
UTA,25-26,1641729,Brice Sensabaugh,brice-sensabaugh,28,F,6-6,235,22.0,2,Ohio State
