Player,Player_ID,Year,Team,Position,PPG,ORPG,RPG,APG,SPG,BPG,TOPG,FG%,3P%,FT%,MPG,FPG,PTS,REB,AST,STL,BLK,TO,FGM,FGA,3PM,3PA,FTM,FTA,MINS,FLS,G,GS,TD
Tre Jones,jonestr01,24-25,SAS-CHI,PG,7.2,0.7,2.5,4.2,0.8,0.2,0.8,0.538,0.396,0.821,19.7,1.2,330,116,192,37,10,35,128,238,19,48,55,67,905,55,46,9,0
Zach Collins,colliza01,24-25,SAS-CHI,PF,6.4,1.6,4.5,1.7,0.5,0.5,0.9,0.507,0.302,0.885,15.3,2.1,407,288,111,29,29,60,153,302,32,106,69,78,977,132,64,12,0
Anfernee Simons,simonan01,25-26,BOS-CHI,SG,14.3,0.6,2.5,2.4,0.5,0.1,1.2,0.44,0.385,0.896,24.9,1.7,785,135,134,27,8,68,285,648,146,379,69,77,1372,94,55,5,0
Collin Sexton,sextoco01,25-26,CHO-CHI,SG,15.4,0.6,2.3,3.3,1.1,0.1,2.1,0.485,0.401,0.855,23.7,2.1,1050,155,223,76,10,141,360,742,112,279,218,255,1614,144,68,22,0
Emanuel Miller,milleem01,25-26,CHI,PF,3.0,0.2,0.6,0.8,0.4,0.0,0.0,0.462,0.333,0.5,6.6,0.4,15,3,4,2,0,0,6,13,2,6,1,2,33,2,5,0,0
Guerschon Yabusele,yabusgu01,25-26,NYK-CHI,C,5.6,0.8,3.5,0.9,0.4,0.2,0.6,0.401,0.352,0.75,15.0,1.2,373,234,63,26,16,41,125,312,69,196,54,72,1007,81,67,19,0
Isaac Okoro,okorois01,25-26,CHI,SG,9.3,1.1,2.7,1.6,0.7,0.5,0.7,0.46,0.33,0.795,26.9,2.6,584,173,100,46,29,46,211,459,73,221,89,112,1695,162,63,62,0
Jaden Ivey,iveyja01,25-26,DET-CHI,SG,8.5,0.6,2.5,1.8,0.6,0.4,1.1,0.445,0.373,0.809,18.1,1.4,316,91,68,23,14,41,114,256,50,134,38,47,670,53,37,5,0
Jalen Smith,smithja04,25-26,CHI,C,10.2,1.8,6.7,1.2,0.5,0.8,1.0,0.483,0.373,0.742,20.7,2.1,541,355,65,24,42,53,195,404,82,220,69,93,1095,111,53,21,0
Josh Giddey,giddejo01,25-26,CHI,PG,17.0,1.2,8.3,9.1,1.0,0.5,3.6,0.448,0.364,0.763,32.1,1.7,919,448,494,55,27,196,321,717,103,283,174,228,1731,90,54,51,13
Lachlan Olbrich,olbrila01,25-26,CHI,C,2.4,1.2,3.0,1.1,0.3,0.2,0.4,0.468,0.105,0.375,9.3,1.3,89,112,42,12,8,16,36,77,2,19,15,40,344,49,37,2,1
Leonard Miller,millele01,25-26,MIN-CHI,SF,7.8,1.2,3.9,0.9,0.4,0.3,0.8,0.553,0.323,0.736,15.6,1.4,361,181,40,17,15,36,145,262,32,99,39,53,719,65,46,12,0
Mac McClung,mccluma01,25-26,IND-CHI,SG,6.1,0.2,0.9,0.9,1.0,0.3,0.8,0.39,0.233,0.778,12.3,1.7,67,10,10,11,3,9,23,59,7,30,14,18,135,19,11,0,0
Matas Buzelis,buzelma01,25-26,CHI,PF,16.3,1.0,5.8,2.1,0.7,1.5,2.1,0.463,0.349,0.786,29.2,2.3,1252,448,158,55,116,159,446,963,173,495,187,238,2248,177,77,77,0
Mouhamadou Gueye,gueyemo01,25-26,CHI,PF,8.0,1.0,3.0,3.0,1.0,0.5,1.5,0.545,0.2,0.75,22.5,2.0,16,6,6,2,1,3,6,11,1,5,3,4,45,4,2,0,0
Nick Richards,richani01,25-26,PHO-CHI,C,5.8,1.6,5.1,0.3,0.2,0.7,1.2,0.512,0.278,0.644,14.6,1.8,276,243,16,10,32,59,103,201,5,18,65,101,701,88,48,6,0
Noa Essengue,essenno01,25-26,CHI,PF,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,3.0,0.5,0,0,0,1,0,0,0,3,0,2,0,0,6,1,2,0,0
Patrick Williams,willipa01,25-26,CHI,PF,7.0,0.7,3.0,1.5,0.7,0.4,1.0,0.372,0.347,0.72,20.5,1.3,505,215,105,49,26,75,178,478,95,274,54,75,1474,93,72,6,0
Rob Dillingham,dilliro01,25-26,MIN-CHI,PG,6.3,0.3,2.0,2.2,0.7,0.1,1.5,0.396,0.316,0.745,14.9,1.8,409,131,143,47,6,100,163,412,42,133,41,55,970,114,65,0,0
Tre Jones,jonestr01,25-26,CHI,PG,14.1,0.6,3.1,5.4,1.2,0.2,1.4,0.553,0.315,0.841,27.0,1.4,914,204,350,76,11,92,341,617,41,130,191,227,1752,94,65,41,0
Trentyn Flowers,flowetr01,25-26,CHI,SF,2.0,0.5,0.5,0.5,0.0,0.0,0.5,0.667,0.0,,3.0,0.5,4,1,1,0,0,1,2,3,0,1,0,0,6,1,2,0,0
Yuki Kawamura,kawamyu01,25-26,CHI,PG,3.4,0.4,1.8,2.6,0.5,0.0,0.8,0.327,0.297,0.895,11.6,0.8,62,33,47,9,0,14,17,52,11,37,17,19,209,15,18,0,0
Zach Collins,colliza01,25-26,CHI,C,9.7,1.6,5.6,1.5,0.2,0.4,1.0,0.578,0.429,0.7,18.4,1.8,97,56,15,2,4,10,37,64,9,21,14,20,184,18,10,0,0
