Player,Player_ID,Year,Team,Position,PPG,ORPG,RPG,APG,SPG,BPG,TOPG,FG%,3P%,FT%,MPG,FPG,PTS,REB,AST,STL,BLK,TO,FGM,FGA,3PM,3PA,FTM,FTA,MINS,FLS,G,GS,TD
Kemba Walker,walkeke02,22-23,DAL,PG,8.0,0.3,1.8,2.1,0.2,0.2,0.4,0.421,0.25,0.81,16.0,1.2,72,16,19,2,2,4,24,57,7,28,17,21,144,11,9,1,0
Kyrie Irving,irvinky01,22-23,BRK-DAL,SG,27.0,1.0,5.1,5.5,1.1,0.8,2.1,0.494,0.379,0.905,37.4,2.8,1623,304,331,66,45,128,594,1203,188,496,247,273,2241,165,60,60,0
Luka Dončić,doncilu01,22-23,DAL,PG,32.4,0.8,8.6,8.0,1.4,0.5,3.6,0.496,0.342,0.742,36.2,2.5,2138,569,529,90,33,236,719,1449,185,541,515,694,2391,166,66,66,10
Markieff Morris,morrima02,22-23,BRK-DAL,PF,3.8,0.4,2.0,0.9,0.3,0.1,0.5,0.409,0.394,1.0,10.1,1.4,132,71,31,9,5,18,47,115,28,71,10,10,355,48,35,2,0
Maxi Kleber,klebima01,22-23,DAL,PF,5.9,0.8,3.6,1.4,0.3,0.8,0.7,0.456,0.348,0.711,25.1,2.3,220,135,52,12,30,27,77,169,39,112,27,38,930,85,37,5,0
McKinley Wright IV,wrighmc01,22-23,DAL,PG,4.2,0.3,1.7,2.1,0.3,0.2,0.7,0.469,0.321,0.684,12.4,0.9,114,47,58,8,5,19,46,98,9,28,13,19,335,24,27,1,0
Reggie Bullock,bullore01,22-23,DAL,SF,7.2,0.4,3.6,1.4,0.7,0.2,0.5,0.409,0.38,0.703,30.3,2.1,561,283,108,54,13,36,192,470,151,397,26,37,2364,166,78,55,0
Theo Pinson,pinsoth01,22-23,DAL,SG,2.4,0.2,1.6,1.2,0.2,0.0,0.3,0.356,0.355,0.846,8.1,0.8,95,63,46,6,1,12,31,87,22,62,11,13,323,34,40,1,1
Tim Hardaway Jr.,hardati02,22-23,DAL,SF,14.4,0.3,3.5,1.8,0.7,0.2,0.8,0.401,0.385,0.77,30.3,1.7,1019,251,129,49,12,60,340,847,212,550,127,165,2152,120,71,45,0
Tyler Dorsey,dorsety01,22-23,DAL,SF,3.0,0.3,0.7,0.0,0.0,0.0,0.0,0.8,0.5,,2.7,0.0,9,2,0,0,0,0,4,5,1,2,0,0,8,0,3,0,0
A.J. Lawson,lawsoaj01,23-24,DAL,SG,3.2,0.3,1.2,0.5,0.2,0.1,0.3,0.446,0.26,0.652,7.4,0.5,136,50,20,10,3,14,54,121,13,50,15,23,311,22,42,0,0
Alex Fudge,fudgeal01,23-24,LAL-DAL,SF,2.5,0.7,0.8,0.0,0.5,0.0,0.3,0.4,0.2,1.0,6.7,0.3,15,5,0,3,0,2,6,15,1,5,2,2,40,2,6,0,0
Brandon Williams,willibr03,23-24,DAL,PG,3.2,0.2,0.8,1.0,0.1,0.1,0.4,0.37,0.2,0.647,6.6,0.2,54,13,17,1,1,7,20,54,3,15,11,17,113,4,17,0,0
Daniel Gafford,gaffoda01,23-24,WAS-DAL,C,11.0,2.6,7.6,1.6,0.9,2.1,1.0,0.725,,0.674,24.5,3.1,814,562,115,65,153,74,348,480,0,0,118,175,1815,227,74,66,0
Danté Exum,exumda01,23-24,DAL,PG,7.8,0.5,2.7,2.9,0.4,0.1,0.9,0.533,0.491,0.779,19.8,1.5,428,149,157,22,5,49,161,302,53,108,53,68,1088,85,55,17,0
Dereck Lively II,livelde01,23-24,DAL,C,8.8,2.5,6.9,1.1,0.7,1.4,0.9,0.747,0.0,0.506,23.5,2.6,483,378,60,36,77,50,221,296,0,2,41,81,1294,144,55,42,0
Derrick Jones Jr.,jonesde02,23-24,DAL,SF,8.6,1.1,3.3,1.0,0.7,0.7,0.9,0.483,0.343,0.713,23.5,1.6,657,250,75,53,51,65,239,495,82,239,97,136,1783,121,76,66,0
Dexter Dennis,dennide01,23-24,DAL,SG,5.5,0.2,2.2,1.0,0.0,0.2,0.8,0.526,0.125,0.333,7.5,0.2,22,9,4,0,1,3,10,19,1,8,1,3,30,1,4,0,0
Dwight Powell,poweldw01,23-24,DAL,C,3.3,1.5,3.4,1.3,0.4,0.3,0.5,0.679,0.333,0.708,13.3,1.8,208,214,84,26,20,32,72,106,1,3,63,89,836,113,63,9,0
Greg Brown III,browngr01,23-24,DAL,PF,2.5,0.5,1.5,0.7,0.0,0.7,0.7,0.455,0.333,0.444,6.7,0.8,15,9,4,0,4,4,5,11,1,3,4,9,40,5,6,0,0
